date,cases,lag_1_days_cases,lag_7_days_cases,lag_14_days_cases,rolling_mean_14_days_cases,rolling_mean_28_days_cases
2023-01-16,101653200.0,101645683.0,101315882.0,100777853.0,101386557.35714285,100945775.5
2023-01-17,101734455.0,101653200.0,101399167.0,100890152.0,101446864.71428572,101005763.57142857
2023-01-18,101863085.0,101734455.0,101538785.0,101088268.0,101502208.78571428,101063839.57142857
2023-01-19,101954273.0,101863085.0,101603765.0,101196118.0,101556362.71428572,101121737.0
2023-01-20,101991792.0,101954273.0,101637080.0,101261306.0,101608540.28571428,101179573.10714285
2023-01-21,101996920.0,101991792.0,101642365.0,101267161.0,101660665.92857143,101237359.42857143
2023-01-22,102000208.0,101996920.0,101645683.0,101272871.0,101712618.57142857,101295148.39285715
2023-01-23,102031261.0,102000208.0,101653200.0,101315882.0,101763717.07142857,101353602.39285715
2023-01-24,102086995.0,102031261.0,101734455.0,101399167.0,101812847.64285715,101410084.92857143
2023-01-25,102189303.0,102086995.0,101863085.0,101538785.0,101859313.21428572,101466173.32142857
2023-01-26,102253419.0,102189303.0,101954273.0,101603765.0,101905717.07142857,101520837.64285715
2023-01-27,102270340.0,102253419.0,101991792.0,101637080.0,101950949.92857143,101574874.92857143
2023-01-28,102274935.0,102270340.0,101996920.0,101642365.0,101996133.5,101628792.32142857
2023-01-29,102278427.0,102274935.0,102000208.0,101645683.0,102041329.5,101682681.03571428
2023-01-30,102307558.0,102278427.0,102031261.0,101653200.0,102088069.35714285,101737313.35714285
2023-01-31,102362900.0,102307558.0,102086995.0,101734455.0,102132958.28571428,101789911.5
2023-02-01,102479408.0,102362900.0,102189303.0,101863085.0,102176981.35714285,101839595.07142857
2023-02-02,102561083.0,102479408.0,102253419.0,101954273.0,102220324.92857143,101888343.82142857
2023-02-03,102599955.0,102561083.0,102270340.0,101991792.0,102263765.14285715,101936152.71428572
2023-02-04,102604151.0,102599955.0,102274935.0,101996920.0,102307138.78571428,101983902.35714285
2023-02-05,102607114.0,102604151.0,102278427.0,102000208.0,102350489.21428572,102031553.89285715
2023-02-06,102631614.0,102607114.0,102307558.0,102031261.0,102393371.57142857,102078544.32142857
2023-02-07,102677253.0,102631614.0,102362900.0,102086995.0,102435532.85714285,102124190.25
2023-02-08,102760926.0,102677253.0,102479408.0,102189303.0,102476363.07142857,102167838.14285715
2023-02-09,102842908.0,102760926.0,102561083.0,102253419.0,102518469.42857143,102212093.25
2023-02-10,102855101.0,102842908.0,102599955.0,102270340.0,102560238.07142857,102255594.0
2023-02-11,102859510.0,102855101.0,102604151.0,102274935.0,102601993.42857143,102299063.46428572
2023-02-12,102862879.0,102859510.0,102607114.0,102278427.0,102643740.0,102342534.75
2023-02-13,102886005.0,102862879.0,102631614.0,102307558.0,102685057.64285715,102386563.5
2023-02-14,102934224.0,102886005.0,102677253.0,102362900.0,102725866.5,102429412.39285715
2023-02-15,103023231.0,102934224.0,102760926.0,102479408.0,102764711.0,102470846.17857143
2023-02-16,103083910.0,103023231.0,102842908.0,102561083.0,102802055.78571428,102511190.35714285
2023-02-17,103131898.0,103083910.0,102855101.0,102599955.0,102840051.71428572,102551908.42857143
2023-02-18,103134605.0,103131898.0,102859510.0,102604151.0,102877941.28571428,102592540.03571428
2023-02-19,103136077.0,103134605.0,102862879.0,102607114.0,102915724.35714285,102633106.78571428
2023-02-20,103138119.0,103136077.0,102886005.0,102631614.0,102951903.28571428,102672637.42857143
2023-02-21,103198669.0,103138119.0,102934224.0,102677253.0,102989147.28571428,102712340.07142857
2023-02-22,103308832.0,103198669.0,103023231.0,102760926.0,103028283.42857143,102752323.25
2023-02-23,103365511.0,103308832.0,103083910.0,102842908.0,103065612.21428572,102792040.82142857
2023-02-24,103378408.0,103365511.0,103131898.0,102855101.0,103102991.28571428,102831614.67857143
2023-02-25,103381157.0,103378408.0,103134605.0,102859510.0,103140251.78571428,102871122.60714285
2023-02-26,103382763.0,103381157.0,103136077.0,102862879.0,103177386.35714285,102910563.17857143
2023-02-27,103399827.0,103382763.0,103138119.0,102886005.0,103214087.92857143,102949572.78571428
2023-02-28,103443455.0,103399827.0,103198669.0,102934224.0,103250461.57142857,102988164.03571428
2023-03-01,103533872.0,103443455.0,103308832.0,103023231.0,103286935.92857143,103025823.46428572
2023-03-02,103589757.0,103533872.0,103365511.0,103083910.0,103323067.85714285,103062561.82142857
2023-03-03,103648690.0,103589757.0,103378408.0,103131898.0,103359981.57142857,103100016.64285715
2023-03-04,103650837.0,103648690.0,103381157.0,103134605.0,103396855.28571428,103137398.28571428
2023-03-05,103646975.0,103650837.0,103382763.0,103136077.0,103433348.0,103174536.17857143
2023-03-06,103655539.0,103646975.0,103399827.0,103138119.0,103470306.57142857,103211104.92857143
2023-03-07,103690910.0,103655539.0,103443455.0,103198669.0,103505466.64285715,103247306.96428572
2023-03-08,103755771.0,103690910.0,103533872.0,103308832.0,103537390.85714285,103282837.14285715
2023-03-09,103802702.0,103755771.0,103589757.0,103365511.0,103568618.78571428,103317115.5
