date,cases
2023-01-12,101603765.0
2023-01-13,101637080.0
2023-01-14,101642365.0
2023-01-15,101645683.0
2023-01-16,101653200.0
2023-01-17,101734455.0
2023-01-18,101863085.0
2023-01-19,101954273.0
2023-01-20,101991792.0
2023-01-21,101996920.0
2023-01-22,102000208.0
2023-01-23,102031261.0
2023-01-24,102086995.0
2023-01-25,102189303.0
2023-01-26,102253419.0
2023-01-27,102270340.0
2023-01-28,102274935.0
2023-01-29,102278427.0
2023-01-30,102307558.0
2023-01-31,102362900.0
2023-02-01,102479408.0
2023-02-02,102561083.0
2023-02-03,102599955.0
2023-02-04,102604151.0
2023-02-05,102607114.0
2023-02-06,102631614.0
2023-02-07,102677253.0
2023-02-08,102760926.0
2023-02-09,102842908.0
2023-02-10,102855101.0
2023-02-11,102859510.0
2023-02-12,102862879.0
2023-02-13,102886005.0
2023-02-14,102934224.0
2023-02-15,103023231.0
2023-02-16,103083910.0
2023-02-17,103131898.0
2023-02-18,103134605.0
2023-02-19,103136077.0
2023-02-20,103138119.0
2023-02-21,103198669.0
2023-02-22,103308832.0
2023-02-23,103365511.0
2023-02-24,103378408.0
2023-02-25,103381157.0
2023-02-26,103382763.0
2023-02-27,103399827.0
2023-02-28,103443455.0
2023-03-01,103533872.0
2023-03-02,103589757.0
2023-03-03,103648690.0
2023-03-04,103650837.0
2023-03-05,103646975.0
2023-03-06,103655539.0
2023-03-07,103690910.0
2023-03-08,103755771.0
2023-03-09,103802702.0
